order_item_id,order_no,product_id,qty,unit_price_krw,discount_pct,amount_krw
1100489,1000165,500422,18,291600,0,5248800
1100490,1000165,500399,15,1382900,0,20743500
1100491,1000165,500828,6,3516000,0,21096000
1100492,1000166,500922,1,1765000,15,1500250
1100493,1000166,500106,19,441400,0,8386600
1100494,1000167,500230,7,2187800,0,15314600
1100495,1000167,500740,20,2136100,15,36313700
1100496,1000168,500307,9,275500,0,2479500
1100497,1000168,500197,18,3491200,0,62841600
1100498,1000168,500345,8,2132300,0,17058400
1100499,1000168,500879,13,4457200,5,55046420
1100500,1000169,500665,6,447300,0,2683800
1100501,1000169,500774,18,399100,0,7183800
1100502,1000170,500616,4,3385600,0,13542400
1100503,1000171,500550,9,3107500,0,27967500
1100504,1000171,500147,7,3329900,0,23309300
1100505,1000172,500010,16,1109500,0,17752000
1100506,1000172,500883,11,2487400,0,27361400
1100507,1000172,500352,9,1759200,15,13457880
1100508,1000172,500366,5,2331500,5,11074625
1100509,1000172,500062,15,3411100,0,51166500
1100510,1000173,500769,13,3389800,0,44067400
1100511,1000174,500669,5,3610600,0,18053000
1100512,1000174,500526,15,2367500,5,33736875
1100513,1000174,500498,7,1694200,0,11859400
1100514,1000174,500081,14,246100,15,2928590
1100515,1000175,500998,15,2971600,0,44574000
1100516,1000176,500359,20,3560900,0,71218000
1100517,1000177,500686,16,695500,15,9458800
1100518,1000178,500505,12,3582900,10,38695320
1100519,1000178,500178,14,3025600,5,40240480
1100520,1000178,500447,5,1433300,0,7166500
1100521,1000178,500607,1,813000,5,772350
1100522,1000179,500202,17,2705700,15,39097365
1100523,1000179,500381,13,303100,0,3940300
1100524,1000179,500438,3,1449600,0,4348800
1100525,1000179,500614,15,2046100,0,30691500
1100526,1000180,500629,19,1912900,15,30893335
1100527,1000180,500518,19,3244200,10,55475820
1100528,1000181,500794,20,2748400,0,54968000
1100529,1000181,500877,11,643000,0,7073000
1100530,1000181,500934,10,957400,10,8616600
1100531,1000181,500753,7,383700,0,2685900
1100532,1000181,500887,14,2494200,5,33172860
1100533,1000182,500273,13,2436000,0,31668000
1100534,1000182,500137,4,2939600,0,11758400
1100535,1000182,500771,18,3155900,10,51125580
1100536,1000182,500754,18,1293100,15,19784430
1100537,1000182,500080,4,519900,0,2079600
1100538,1000183,500193,15,1479300,5,21080025
1100539,1000184,500754,10,1293100,5,12284450
1100540,1000184,500318,6,835500,15,4261050
1100541,1000184,500171,11,403700,5,4218665
1100542,1000184,500768,15,1457600,15,18584400
1100543,1000184,500538,16,2955500,0,47288000
1100544,1000185,500695,16,3238800,0,51820800
1100545,1000185,500353,18,2053800,0,36968400
1100546,1000185,500073,13,2540200,10,29720340
1100547,1000185,500054,13,151100,15,1669655
1100548,1000185,500082,7,3243700,15,19300015
1100549,1000186,500642,18,1494000,0,26892000
1100550,1000186,500417,1,3878500,15,3296725
1100551,1000186,500348,17,795400,5,12845710
1100552,1000186,500737,15,900900,10,12162150
1100553,1000186,500285,19,3695900,5,66710995
1100554,1000187,500163,7,2472300,5,16440795
1100555,1000187,500867,4,2069500,0,8278000
1100556,1000187,500904,18,831000,0,14958000
1100557,1000187,500614,5,2046100,5,9718975
1100558,1000188,500346,12,2405500,0,28866000
1100559,1000188,500786,15,29700,15,378675
1100560,1000188,500540,14,3680400,0,51525600
1100561,1000188,500354,16,2349100,15,31947760
1100562,1000189,500106,6,441400,0,2648400
1100563,1000189,500502,14,966900,0,13536600
1100564,1000189,500006,1,2971100,0,2971100
1100565,1000190,500871,17,2289600,0,38923200
1100566,1000190,500309,2,1800100,0,3600200
1100567,1000190,500077,14,2671700,5,35533610
1100568,1000190,500377,9,3438500,0,30946500
1100569,1000191,500074,17,2036000,10,31150800
1100570,1000191,500655,16,58200,0,931200
1100571,1000191,500006,5,2971100,0,14855500
1100572,1000192,500546,8,3304600,0,26436800
1100573,1000193,500435,7,1756200,0,12293400
1100574,1000193,500950,20,1711600,0,34232000
1100575,1000194,500066,6,769400,0,4616400
1100576,1000194,500859,11,3299200,15,30847520
1100577,1000194,500053,18,2068500,10,33509700
1100578,1000194,500789,18,807100,0,14527800
1100579,1000195,500013,19,1413200,5,25508260
1100580,1000195,500683,3,71900,10,194130
1100581,1000195,500508,20,1885800,5,35830200
1100582,1000195,500935,19,488100,5,8810205
1100583,1000195,500144,9,4015100,0,36135900
1100584,1000196,500286,17,667000,0,11339000
1100585,1000196,500316,11,300700,0,3307700
1100586,1000196,500495,7,172000,0,1204000
1100587,1000196,500808,13,2678800,15,29600740
1100588,1000196,500525,10,681300,10,6131700
1100589,1000197,500956,11,2865900,10,28372410
1100590,1000198,500266,9,2149100,0,19341900
1100591,1000198,500697,2,1225200,0,2450400
1100592,1000198,500096,12,2588900,10,27960120
1100593,1000198,500643,5,1965900,0,9829500
1100594,1000198,500555,9,2963600,10,24005160
1100595,1000199,500102,19,2527500,15,40819125
1100596,1000199,500469,15,1630600,5,23236050
1100597,1000200,500703,10,522700,0,5227000
1100598,1000201,500004,17,1111100,10,16999830
1100599,1000201,500809,5,379100,10,1705950
1100600,1000202,500112,19,515500,5,9304775
1100601,1000202,500168,8,1058800,15,7199840
1100602,1000202,500821,8,74800,0,598400
1100603,1000203,500769,20,3389800,0,67796000
1100604,1000203,500176,15,2680100,5,38191425
1100605,1000203,500903,16,1120200,0,17923200
1100606,1000203,500550,7,3107500,0,21752500
1100607,1000204,500909,19,1068100,0,20293900
1100608,1000204,500703,3,522700,0,1568100
1100609,1000205,500954,13,2551600,0,33170800
1100610,1000205,500885,11,455300,10,4507470
1100611,1000206,500250,5,356000,5,1691000
1100612,1000206,500778,5,2060400,0,10302000
1100613,1000207,500161,6,406300,0,2437800
